sentence1,sentence2,similarity,predicted_similarity
The woman is cutting cooked octopus,A woman is chopping up an octopus,4.25,4.139256
A plane is landing,A plane is taking off,3.0,3.1299229
A man is shooting guns,A man is shooting a weapon,4.75,3.7606206
A man is shooting guns,A woman is not riding a horse,0.0,0.0
A man is cutting a potato,There is no man cutting a potato,3.25,3.110008
A woman is cutting a tomato,A man is cutting a tomato,3.25,3.910791
A man is slicing a potato,A woman is cutting a tomato,1.75,2.4479952
A woman is cutting a tomato,A man is cutting a potato,2.125,3.044728
The woman is drawing a man,A man is drawing,1.875,3.3877583
The man is drawing,There is no man drawing,3.0,2.6573198
A man is drawing,The man is drawing,5.0,3.5015833
A man is picking a can,A woman is slicing a tomato,0.4999999999999999,0.17426272
Someone is peeling a banana,A man is eating a fruit,2.25,1.9527293
A dog is barking noisily,A dog is barking,4.75,3.8377001
A person is tearing paper,A person is tearing sheets,3.375,2.1627486
A man is cutting himself with a piece of paper,A person is tearing paper,1.25,3.363597
A man is playing a guitar,There is no one playing a piano,2.125,1.6103749
A man is untying a shoe,A man is tying a shoe,2.5,3.5967066
A guy is not riding a horse,A guy is riding a horse,3.875,3.3508582
A man is riding a horse on the beach,A man is riding a horse in the desert,3.125,3.8290122
A man is riding a horse in the desert,A guy is riding a horse,4.125,3.3178627
The man is not cutting a paper plate,The man is cutting a paper plate,2.875,3.4090028
A man is cutting a paper plate,A paper plate is being cut by the man,5.0,4.464623
Some old women are talking,Some women are talking,4.25,4.086509
A man is playing an instrument,A woman is putting on lipstick,0.1250000000000001,0.0
A man is singing to a girl,A man is singing to a woman,4.0,3.9450483
The rhino is grazing on the grass,The rhino is being fed on the grass,4.1875,3.0886698
There is no rhino grazing in a field,The rhino is grazing on the grass,3.125,2.9196389
A man and a woman are running together and holding hands,A couple is running and holding hands,4.3125,3.2904701
A man and a woman are running together and holding hands,A man and a woman are standing together and holding hands,3.25,3.766606
A man and a woman are running together and holding hands,A couple is running towards the ocean,3.25,1.9429876
A man is punching a soccer ball,A man is mixing the content of a bowl,0.2499999999999999,0.5908937
The woman is pouring oil into the pan,Oil is being poured into the pan by the woman,5.0,4.012296
Oil is being poured into the pan by the woman,The boy is playing the piano,0.0,0.27285257
The boy is not playing the piano,The woman is pouring oil into the pan,0.0,0.0
The doctor is not helping the patient,The doctors are reviving a man,2.625,2.0875766
The doctors are healing a man,The doctor is helping the patient,4.0,2.5841393
A woman is being massaged by a man,A man is massaging a woman,4.875,2.936469
A man is riding a horse,There is no man riding a horse,4.25,3.0959115
A cat is crawling under a piece of furniture,An animal is crawling under a piece of furniture,4.25,3.6672332
A cat is crawling under a piece of furniture,A cat is sliding upside down under a couch,3.375,2.408705
A man is riding a horse,A horse is being ridden by a woman,3.2687500000000003,3.0929036
A man is shaking a container over a sink in the kitchen,There is no man shaking a container over a sink in the kitchen,3.0,3.3750987
Some men are fighting,A group of men is fighting,4.375,3.205777
Two men are not fighting,Some men are fighting,3.75,2.840998
A group of men is fighting,Two men are fighting,3.75,3.7258892
A couple of policewomen are singing karaoke,A couple of policewomen are singing,4.0,4.422422
There is no policewoman singing at karaoke,A couple of policewomen are singing karaoke,3.25,3.131089
An animal is being ridden by a woman,A woman is riding a horse,3.875,2.8900883
A hamster is singing,A small animal is singing,4.25,4.005723
A man is driving a car,A car is being driven by a man,4.75,4.3025546
There is no boy cutting grass with scissors,A boy is cutting grass with scissors,3.125,3.2737207
A man is playing a violin,There is no man playing a violin,3.5,3.1550908
The baby is not laughing and crawling,The baby is laughing and crawling,3.25,2.974571
The baby is laughing and crawling,A violin is being played by a man,0.0,0.0
A man is playing a harp,A harp is being played by a man,4.875,4.3213325
A keyboard is being played by a man,A man is playing a harp,1.75,3.6562667
A harp is being played by a man,A man is playing a keyboard,2.625,3.040687
A man is cutting a cord with a sword,A man is cutting a rope with a sword,4.375,3.4491885
A man is tying a thick rope,A man is cutting a thick rope with a sword,2.4,3.5199795
There is no man walking along a path through a wilderness,A man is walking along a path through a wilderness,3.875,3.418907
A woman is cutting a potato,An onion is being sliced by a woman,2.75,2.6456702
A woman is slicing an onion,A woman is slicing a potato,2.375,3.5075128
A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,3.5,3.495834
Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.5,4.00199
Someone is drilling a hole in a strip of wood with a power drill,A man is closing a hole in a piece of wood,2.5,3.0080023
A man is drilling a hole with a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,3.375,3.4264684
A woman is slicing garlic,A woman is cutting garlic,4.875,4.5706472
A man is showing off a small monkey,A man is exhibiting a small monkey,4.5,3.230597
A man is holding a small animal in one hand,A man is exhibiting a small monkey,3.33125,2.4504266
A man is holding a small animal in one hand,A man is hiding a small monkey,3.375,2.41064
A group of boys is playing soccer on the seashore,A group of boys is playing soccer on the beach,4.625,3.873292
A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,3.125,3.1867595
A man is cutting pieces of butter into a mixing bowl,Pieces of butter are being added to the stand mixer,3.75,3.1323318
A person is kicking a monkey,A monkey is kicking a person,2.5,3.9075873
A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,0.625,0.40597114
A man is dancing in the rain,A man is singing into an old microphone,1.125,0.73645306
A man is dancing in the rain,A woman is singing into a microphone,0.1250000000000001,0.005596908
A man is roasting a snake,The man is dropping sliced cucumbers into water,0.875,1.1914564
There is no boy playing guitar,A boy is playing guitar,3.5,3.1518042
A boy is playing guitar,A little girl is playing a guitar,3.375,3.319904
A woman is opening a soda and drinking it,A man is opening a soda and drinking it,3.5,2.9164314
An elephant is being ridden by a woman,A woman is opening a soda and drinking it,0.0,0.78434044
A woman is riding on an elephant,A soda is being opened and drunk by a woman,0.0,0.32853267
A woman is opening a soda and drinking it,A woman is riding on an elephant,0.7500000000000001,0.34064868
A guitar is being played by a kid,A kid is playing guitar,5.0,4.640711
A boy is playing a guitar,A guitar is being played by a kid,4.375,4.2598195
A monkey is teasing a dog at the zoo,A dog is being teased by a monkey at the zoo,4.875,3.4762988
A dog's tail is being pulled by a monkey,A monkey is pulling a dog's tail,4.875,3.6542547
A monkey is pulling a dog's tail,A dog is pulling a monkey's tail,3.625,3.5758388
A person is slicing an onion,An onion is being sliced by a person,5.0,4.4920325
A man is slicing a potato into pieces,A man is cutting a potato into pieces,4.5,4.3996916
A man is slicing a potato into pieces,There is no man slicing a potato into pieces,3.125,3.176228
A man is slicing a potato,A man is slicing a potato into pieces,4.875,3.9170592
A girl is filing her nails,A girl is combing her hair,2.0,2.923831
A girl is messing up her hair,A girl is filing her nails,0.875,2.9470406
A band is not playing some instruments,A band is playing some instruments,3.5,3.455034
A band is not playing some instruments,A man is playing an electronic keyboard,3.0,1.5155178
A band is playing some instruments,A man is playing an electronic keyboard,3.375,1.9066556
A woman is exercising,A man is not dancing,0.2499999999999999,1.3230053
A woman is slicing potatoes,A woman is slicing carrots,2.75,3.7385902
A man is doing pull-ups,The man is doing exercises in a gym,3.75,3.1341128
The man is not exercising,A man is doing pull-ups,2.1875,2.3319254
The man is exercising,A man is doing exercises,4.875,3.6637344
A baby is toddling happily,A baby is crawling happily,3.625,4.3490906
A cat is walking on the parquet,A cat is walking on a hardwood floor,3.625,3.1015341
A cat is walking on a hardwood floor,There is no cat walking on a hardwood floor,3.5,2.9012022
A man is singing and playing a guitar,There is no man singing and playing a guitar,2.75,3.1578693
A person is not cutting garlic into pieces with a knife,Someone is putting ingredients into a wok,1.125,0.49986455
The military officer is barking at the recruits,An officer is talking to the soldiers,3.875,3.5257008
The military officer is barking at the recruits,An officer is listening to the recruits,2.875,3.5002687
A baby elephant is not eating a small tree,A baby elephant is eating a small tree,3.25,3.300673
A child is walking down the street and a jeep is not pulling up,A man in a car is pulling up beside a woman that is who along a road,1.5000000000000002,1.4651729
A woman is cutting a fish,A woman is slicing a fish,5.0,4.1830497
A woman is slicing a fish,There is no woman slicing a fish,2.125,2.8741565
A woman is slicing a fish,A woman is chopping garlic,1.91875,2.5427835
A woman is frying something,A horse is being ridden by a woman,0.4999999999999999,0.84345233
A woman is riding a horse,Something is being fried by a woman,0.1250000000000001,0.26738533
A man is reading an email,There is no man reading an email,3.375,3.452357
A person is peeling a banana,A banana is being peeled by a person,4.875,4.6144156
