sentence1,sentence2,similarity,predicted_similarity
A man is drilling a hole in a piece of wood,A man is drilling a hole with a piece of wood,3.5,4.348117
Nobody is drilling a hole in a strip of wood with a power drill,Someone is drilling a hole in a strip of wood with a power drill,3.5,3.783632
Someone is drilling a hole in a strip of wood with a power drill,A man is closing a hole in a piece of wood,2.5,3.045033
A man is drilling a hole with a piece of wood,Someone is drilling a hole in a strip of wood with a power drill,3.375,4.0044007
A woman is slicing garlic,A woman is cutting garlic,4.875,4.0989003
A man is showing off a small monkey,A man is exhibiting a small monkey,4.5,3.7933054
A man is holding a small animal in one hand,A man is exhibiting a small monkey,3.33125,2.6527486
A man is holding a small animal in one hand,A man is hiding a small monkey,3.375,2.5540524
A group of boys is playing soccer on the seashore,A group of boys is playing soccer on the beach,4.625,4.1776485
A group of boys is not playing soccer on the beach,A group of boys is playing soccer on the beach,3.125,3.4575546
A man is cutting pieces of butter into a mixing bowl,Pieces of butter are being added to the stand mixer,3.75,2.6385143
A person is kicking a monkey,A monkey is kicking a person,2.5,4.510206
A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,0.625,0.6116448
A man is dancing in the rain,A man is singing into an old microphone,1.125,1.1536037
A man is dancing in the rain,A woman is singing into a microphone,0.1250000000000001,0.8626248
A man is roasting a snake,The man is dropping sliced cucumbers into water,0.875,1.0590755
There is no boy playing guitar,A boy is playing guitar,3.5,3.4272716
A boy is playing guitar,A little girl is playing a guitar,3.375,3.6179876
A woman is opening a soda and drinking it,A man is opening a soda and drinking it,3.5,3.2084897
An elephant is being ridden by a woman,A woman is opening a soda and drinking it,0.0,1.2643899
A woman is riding on an elephant,A soda is being opened and drunk by a woman,0.0,0.80271363
A woman is opening a soda and drinking it,A woman is riding on an elephant,0.7500000000000001,0.86170083
A guitar is being played by a kid,A kid is playing guitar,5.0,4.9775066
A boy is playing a guitar,A guitar is being played by a kid,4.375,4.93208
A monkey is teasing a dog at the zoo,A dog is being teased by a monkey at the zoo,4.875,3.8617692
A dog's tail is being pulled by a monkey,A monkey is pulling a dog's tail,4.875,3.5490582
A monkey is pulling a dog's tail,A dog is pulling a monkey's tail,3.625,3.7522175
A person is slicing an onion,An onion is being sliced by a person,5.0,4.948556
A man is slicing a potato into pieces,A man is cutting a potato into pieces,4.5,4.68621
A man is slicing a potato into pieces,There is no man slicing a potato into pieces,3.125,3.3289657
A man is slicing a potato,A man is slicing a potato into pieces,4.875,4.457462
A girl is filing her nails,A girl is combing her hair,2.0,2.7848358
A girl is messing up her hair,A girl is filing her nails,0.875,3.110115
A band is not playing some instruments,A band is playing some instruments,3.5,3.7271464
A band is not playing some instruments,A man is playing an electronic keyboard,3.0,1.8657081
A band is playing some instruments,A man is playing an electronic keyboard,3.375,2.549077
A woman is exercising,A man is not dancing,0.2499999999999999,0.7886137
A woman is slicing potatoes,A woman is slicing carrots,2.75,3.8196647
A man is doing pull-ups,The man is doing exercises in a gym,3.75,3.7024689
The man is not exercising,A man is doing pull-ups,2.1875,2.3056364
The man is exercising,A man is doing exercises,4.875,3.6353242
A baby is toddling happily,A baby is crawling happily,3.625,4.571653
A cat is walking on the parquet,A cat is walking on a hardwood floor,3.625,3.5236483
A cat is walking on a hardwood floor,There is no cat walking on a hardwood floor,3.5,3.1988037
A man is singing and playing a guitar,There is no man singing and playing a guitar,2.75,3.7245226
A person is not cutting garlic into pieces with a knife,Someone is putting ingredients into a wok,1.125,1.0342308
The military officer is barking at the recruits,An officer is talking to the soldiers,3.875,3.4068537
The military officer is barking at the recruits,An officer is listening to the recruits,2.875,3.3145351
A baby elephant is not eating a small tree,A baby elephant is eating a small tree,3.25,3.3998048
A child is walking down the street and a jeep is not pulling up,A man in a car is pulling up beside a woman that is who along a road,1.5000000000000002,1.7729785
A woman is cutting a fish,A woman is slicing a fish,5.0,4.1710706
A woman is slicing a fish,There is no woman slicing a fish,2.125,3.0037222
A woman is slicing a fish,A woman is chopping garlic,1.91875,2.656786
A woman is frying something,A horse is being ridden by a woman,0.4999999999999999,0.55922776
A woman is riding a horse,Something is being fried by a woman,0.1250000000000001,0.88212353
A man is reading an email,There is no man reading an email,3.375,3.3332472
A person is peeling a banana,A banana is being peeled by a person,4.875,5.0
A big cat is opening a drawer made of plastic with its paws and is jumping inside,A cat is opening a drawer and climbing inside,4.0,4.662543
There is no man cutting an onion,A man is cutting an onion,3.25,3.18625
A woman is slicing an onion,There is no woman slicing an onion,2.75,3.061097
There is no man cutting an onion,A woman is slicing an onion,3.25,2.1003737
A woman is slicing an onion,A man is cutting an onion,3.64375,3.7482197
The woman is putting makeup on the man,A woman is painting a man's face,4.25,3.7383246
The man is speaking on the phone,The man is talking on the phone,4.75,4.1268535
The man is talking on the telephone,The man is speaking on the telephone,4.875,4.600316
The man is talking on the phone,The man is speaking on the telephone,4.75,4.207578
The man is talking about the telephone,The man is talking on the phone,3.375,3.9109077
A woman is cutting an onion,There is no woman cutting an onion,3.0,3.046023
There is no man cutting onions,A woman is cutting an onion,2.125,1.5266067
A man is not cutting an onion,A man is opening a door,0.4999999999999999,0.25048307
A man is opening a door,A man is cutting an onion,0.0,0.03592094
There is no man slicing a potato,A man is cutting a potato,4.125,3.088453
A potato is being cut by a man,A man is slicing a potato,4.625,4.4225006
A woman is frying something in a pan,The guitar is being played by a man,0.1250000000000001,0.061451763
A woman is frying something in a pan,A man is not playing the guitar,0.0,0.0
A man is playing the piano,The piano is being played by a man,4.875,4.684839
A man is playing the piano,A woman is playing the violin,1.875,1.6033913
A man is fishing in the river,A man is fishing in the stream,4.25,3.379047
A man is fishing in the river,There is no man fishing in the river,3.125,2.6926
A man is singing and walking down the road,A man is fishing in the river,0.4999999999999999,0.41237134
A woman is eating a piece of meat,A man is loading a rifle with bullets,0.0,0.5970531
A man is loading a rifle with bullets,A woman is seasoning a piece of meat,0.1250000000000001,0.0
A chef is preparing some food,A chef is discarding some food,3.5,4.677913
A chef is preparing a meal,There is no chef preparing a meal,2.75,3.5892863
There is no chef preparing a meal,A chef is preparing some food,3.73125,3.4304535
A man is riding a water toy in the water,A man is playing with a water toy in the water,3.875,4.0074835
Two sumo ringers are fighting,Two sumo wrestlers are fighting,3.75,4.507083
Two sumo ringers are not fighting,Two sumo ringers are fighting,3.875,3.6446888
Two sumo ringers are fighting,A man is playing with a water toy in the water,0.0,0.2732784
Two sumo ringers are fighting,A man is riding a water toy in the water,0.0,0.0
A man is sprinkling shredded cheese on a pizza,A man is sprinkling cheese on a pizza,4.625,4.4525304
There is no man putting some cheese on a pizza,A man is sprinkling shredded cheese on a pizza,3.0,3.2373369
A man is doing a card trick,A man is doing a magic trick,3.375,3.9080637
A man is playing with water,A man is not playing with water,3.25,3.297106
A man is buttering a piece of bread,A woman is buttering a piece of bread,3.125,3.3708997
A man is buttering a slice of bread,A lemur is hanging on a cord,0.0,0.56193495
There is no woman putting a child in a waste bin,A woman is putting a baby in a waste bin,3.875,2.9036562
A woman is putting a baby in a waste bin,The woman is not poking holes in the potato,0.23125,0.0
The woman is poking a potato,There is no woman putting a child in a waste bin,0.1250000000000001,0.38116047
The drums are being played by the man,The man is playing the drums,4.875,5.0
There is no man pouring cleaner into the sink,The man is playing the drums,0.375,0.29814726
There is no woman deep frying food,A woman is deep frying food,2.625,3.2513096
A woman is frying some food,There is no woman deep frying food,3.625,2.9070773
A woman is pouring eggs into a pan,A man is petting two dogs,0.0,0.29464555
A boy is saying a word,A boy is saying something,4.5,3.0793257
A baby is talking,A boy is saying something,2.875,2.3333023
A boy is saying a word,A child is talking,3.625,2.961681
A woman is pulling some sticky goo out of a bowl,A woman is putting some sticky goo in a bowl,3.0,3.9329958
The woman is not putting pasta into a dish,The woman is putting pasta into a dish,2.875,3.557798
A woman is putting some sticky goo in a bowl,The woman is putting pasta into a dish,2.25,2.65497
The men are playing soccer,The men are playing with a ball,4.375,3.013991
A dog is looking at a store counter,A dog is looking around,3.625,2.7502685
A tiger cub is roaring,A tiger cub is making a sound,4.125,2.413499
A tiger is walking around,A tiger is not walking around,3.25,3.3623376
A woman is frying meat,A woman is not frying meat,3.125,3.0372207
A woman is playing the trumpet,A man is playing the trumpet,2.625,3.770102
Someone is playing with a toad,The trumpet is being played by a man,0.0,0.45864633
A man is playing the trumpet,Someone is playing with a toad,0.875,0.8350123
The person is riding the horse,The person is riding the animal,4.5,4.323605
Nobody is folding a piece of paper,A person is folding a piece of paper,2.25,3.8376906
